name,online_order,book_table,rate,votes,rest_type,cuisines,cost,locality
Indian Kitchen Eateries-IKE,Yes,No,3.4,8,Quick Bites,Fast Food,150.0,Koramangala 4th Block
Al Habibi Restaurant,Yes,No,3.5,17,Quick Bites,"North Indian, Chinese",300.0,Koramangala 4th Block
The Open Cafe,Yes,No,3.7,15,Cafe,"Cafe, Chinese, Continental",500.0,Koramangala 4th Block
Rimo,Yes,No,3.9,44,Quick Bites,"Tibetan, Asian, Momos",500.0,Koramangala 4th Block
Nature's Restaurant,Yes,No,3.3,4,Quick Bites,"Chinese, Mangalorean, North Indian",300.0,Koramangala 4th Block
#L-81 Cafe,Yes,No,3.9,48,Quick Bites,"Fast Food, Beverages",400.0,Koramangala 4th Block
HungerLoft,Yes,No,2.5,109,Casual Dining,"North Indian, Chinese, Arabian",800.0,Koramangala 4th Block
Lime Twist,Yes,No,,0,Quick Bites,"Fast Food, Beverages",150.0,Koramangala 4th Block
Best Shawarmas,Yes,No,,0,Delivery,Rolls,300.0,Koramangala 4th Block
Priya's Punjabi,No,No,3.8,33,Casual Dining,North Indian,,Koramangala 4th Block
Yum's The Word!,No,No,,0,Delivery,Chinese,200.0,Koramangala 4th Block
Halo Chef,Yes,No,3.9,145,Delivery,North Indian,500.0,Koramangala 4th Block
Namaste Kitchen,Yes,No,3.8,172,Casual Dining,"North Indian, South Indian, Chinese",550.0,Koramangala 4th Block
House Of Wholewheat,Yes,No,3.1,6,Bakery,"Bakery, Desserts",200.0,Koramangala 4th Block
Hot & Cold Hut,Yes,No,3.0,46,Quick Bites,"Fast Food, Rolls, Juices",200.0,Koramangala 4th Block
New Grand Restaurant,Yes,No,3.1,11,Casual Dining,"North Indian, South Indian, Biryani",500.0,Koramangala 4th Block
Hottey Smokey,Yes,No,,0,Quick Bites,"Asian, Salad, Italian",400.0,Koramangala 4th Block
Malabar Xpress,Yes,No,,0,Quick Bites,"South Indian, Kerala",300.0,Koramangala 4th Block
Bullet Biryani,Yes,No,3.2,9,"Takeaway, Delivery",Biryani,300.0,Koramangala 4th Block
New Andhra Spice,Yes,No,3.6,22,Casual Dining,Andhra,600.0,Koramangala 4th Block
FoodNite,Yes,No,,0,Quick Bites,"North Indian, Chinese, Fast Food",350.0,Koramangala 4th Block
Frozen Bite,Yes,No,,0,Beverage Shop,Beverages,250.0,Koramangala 4th Block
Kakatiya's,Yes,No,3.1,6,Quick Bites,"South Indian, Biryani",250.0,Koramangala 4th Block
Guns N Roses,Yes,No,3.6,23,Quick Bites,"Fast Food, Biryani",300.0,Koramangala 4th Block
Cake Fantasy,Yes,No,,0,"Dessert Parlor, Bakery","Desserts, Bakery",300.0,Koramangala 4th Block
Hangouts @ Kashish Caterers,Yes,No,3.4,10,Delivery,"Biryani, Kebab",400.0,Koramangala 4th Block
Lunch & Munch,Yes,No,,0,Delivery,"North Indian, Fast Food, Beverages",500.0,Koramangala 4th Block
Aata's Kitchen,Yes,No,,0,Quick Bites,"South Indian, North Indian",250.0,Koramangala 4th Block
Punjabi Unplugged,Yes,No,,0,Quick Bites,North Indian,500.0,Koramangala 4th Block
Cravisthan,Yes,No,,0,Quick Bites,"South Indian, North Indian",500.0,Koramangala 4th Block
Biryani Spot,Yes,No,3.5,9,Quick Bites,"South Indian, Biryani",300.0,Koramangala 4th Block
Bowlful,Yes,No,3.6,12,"Takeaway, Delivery",North Indian,500.0,Koramangala 4th Block
BMR Hyderabad Biryani,Yes,No,3.6,24,"Takeaway, Delivery",Biryani,400.0,Koramangala 4th Block
TangyLicious,Yes,No,2.6,16,"Takeaway, Delivery",Fast Food,400.0,Koramangala 4th Block
La Passion Cafe,Yes,No,,0,Cafe,Cafe,500.0,Koramangala 4th Block
Dabba Karkhana,Yes,No,3.5,17,"Takeaway, Delivery",North Indian,300.0,Koramangala 4th Block
Hungry Birds,Yes,No,3.2,6,Delivery,Chinese,300.0,Koramangala 4th Block
Insta Cafe,Yes,No,2.9,7,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",400.0,Koramangala 4th Block
Bare Grills,Yes,No,,0,Delivery,"Rolls, BBQ, Kebab",350.0,Koramangala 4th Block
Wings Mama,Yes,No,,0,"Takeaway, Delivery","American, Fast Food",300.0,Koramangala 4th Block
Midnight Joe's,Yes,No,,0,"Takeaway, Delivery","Burger, Fast Food, Finger Food",300.0,Koramangala 4th Block
Waffle Stories,Yes,No,,0,Dessert Parlor,"Desserts, Beverages",300.0,Koramangala 4th Block
Pan Asian,Yes,No,,0,Quick Bites,Chinese,500.0,Koramangala 4th Block
Nandhana Mithai,No,No,,0,Sweet Shop,"Mithai, Desserts",500.0,Koramangala 4th Block
Vanilla Pod,No,No,,0,Bakery,Bakery,300.0,Koramangala 4th Block
The Bier Library,Yes,Yes,4.3,552,"Microbrewery, Casual Dining","Continental, North Indian, Pizza, BBQ",2000.0,
Eat Street,No,No,4.2,1531,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts",600.0,
Zee5 Loft,Yes,No,4.4,361,Cafe,"Cafe, North Indian, Pizza, Sandwich, Salad",500.0,Koramangala 4th Block
eat.fit,Yes,No,4.5,151,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0,Koramangala 4th Block
IceBreakers,No,No,4.4,491,Dessert Parlor,"Desserts, Ice Cream",500.0,Koramangala 4th Block
Banchharam,No,No,3.9,140,"Quick Bites, Sweet Shop","Street Food, Mithai",200.0,Koramangala 4th Block
Juicy,No,No,3.9,43,Beverage Shop,"Beverages, Juices, Fast Food",200.0,Koramangala 4th Block
Iyengar's Bakery,No,No,3.5,11,Bakery,Bakery,200.0,Koramangala 4th Block
Bansuri Sweets,No,No,3.7,73,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250.0,Koramangala 4th Block
Royal Bakes,No,No,,0,Bakery,Bakery,200.0,Koramangala 4th Block
iFruit Live Ice Creams,No,No,3.4,10,Dessert Parlor,Ice Cream,300.0,Koramangala 4th Block
Rolling Station,No,No,,0,Dessert Parlor,"Desserts, Ice Cream, Beverages",,Koramangala 4th Block
Arafa Juice Center,No,No,3.5,10,Quick Bites,"Juices, Desserts, Fast Food",250.0,Koramangala 4th Block
Shree Mithai,No,No,3.3,9,"Quick Bites, Sweet Shop","Desserts, Street Food, Mithai",150.0,Koramangala 4th Block
Amarnath Ice Cream Parlour,No,No,,0,Dessert Parlor,"Ice Cream, Desserts",200.0,Koramangala 4th Block
Gowri Sweets,No,No,3.3,4,Sweet Shop,"Mithai, Street Food",300.0,Koramangala 4th Block
Amrutha Sweets,No,No,3.5,13,Quick Bites,"Street Food, Mithai",200.0,Koramangala 4th Block
Cream N Desserts,No,No,3.7,49,"Dessert Parlor, Beverage Shop","Desserts, Beverages",400.0,Koramangala 4th Block
5 Degree Centigrade,No,No,,0,Beverage Shop,"Beverages, Ice Cream",150.0,Koramangala 4th Block
Chocalot,No,No,,0,Dessert Parlor,Desserts,800.0,Koramangala 4th Block
Cake Yard,No,No,2.9,30,Dessert Parlor,Desserts,250.0,Koramangala 4th Block
Amma's Pastries,No,No,4.1,148,Dessert Parlor,Bakery,400.0,Koramangala 4th Block
New Surya Sweets & Snacks,No,No,3.5,7,Sweet Shop,"Mithai, Fast Food",300.0,Koramangala 4th Block
Jodhpur Sweets & Corner,No,No,3.7,21,"Dessert Parlor, Sweet Shop","Desserts, Street Food, Mithai",200.0,Koramangala 4th Block
KC Das - Sweet Corner,No,No,2.9,47,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,Koramangala 4th Block
Special Malai Gola,No,No,,0,Dessert Parlor,Ice Cream,200.0,Koramangala 4th Block
Jigarthanda,No,No,3.6,11,Quick Bites,"Fast Food, Desserts, Rolls",200.0,Koramangala 4th Block
Kulfi Club,No,No,,0,Dessert Parlor,"Desserts, Ice Cream",200.0,Koramangala 4th Block
Dribzz Bakes & Cafe,No,No,,0,Quick Bites,"Fast Food, Chinese, Desserts",200.0,Koramangala 4th Block
The Fixx,No,Yes,4.3,216,"Casual Dining, Bar","Continental, South Indian, Italian, North Indian, Chinese",1200.0,Koramangala 4th Block
Biergarten,No,Yes,4.8,460,"Pub, Microbrewery","Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian",2100.0,Koramangala 4th Block
The Hole in the Wall Cafe,No,No,4.6,7120,Cafe,"Cafe, American, Burger",600.0,
Prost Brew Pub,No,Yes,4.5,7854,"Pub, Microbrewery","American, Continental, North Indian, Salad",1800.0,Koramangala 4th Block
The Terrace at Gilly's Redefined,No,Yes,4.6,886,"Microbrewery, Casual Dining","Continental, Finger Food, Asian, North Indian",1400.0,Koramangala 4th Block
The Beer Cafe,Yes,Yes,4.2,1175,Pub,"Finger Food, Chinese, Italian, Burger",1300.0,Koramangala 4th Block
Sutra Spice-The Resto Bar,No,No,3.9,34,Bar,"South Indian, Andhra",1000.0,Koramangala 4th Block
The Arabesque Cafe,No,No,4.1,100,Casual Dining,"American, Continental, Chinese",600.0,Koramangala 4th Block
Fandom at Gilly's Redefined,No,No,3.9,105,Bar,Finger Food,1500.0,Koramangala 4th Block
Barcode,No,Yes,3.8,169,Bar,"South Indian, North Indian",1300.0,Koramangala 4th Block
Silsila,No,No,2.7,47,Casual Dining,North Indian,800.0,Koramangala 4th Block
4S Bar,No,No,,0,Casual Dining,"North Indian, Chinese",800.0,Koramangala 4th Block
Jee Aaya Nu Punjabi Dhaba,No,No,,0,Dhaba,North Indian,350.0,Koramangala 4th Block
H3O,No,No,3.3,4,Bar,"North Indian, Chinese",1000.0,Koramangala 4th Block
Taste of Assam,Yes,No,3.4,25,Quick Bites,"Assamese, North Indian, Chinese",400.0,Koramangala 4th Block
Sri Vishnu Upahar,No,No,3.6,28,Quick Bites,"North Indian, South Indian",250.0,Koramangala 4th Block
Pizza Stop,Yes,No,3.9,241,Quick Bites,"Pizza, Italian",600.0,Koramangala 4th Block
Pub Lounge,No,No,,0,Quick Bites,Asian,500.0,Koramangala 4th Block
Blue Berry Cool Corner,No,No,,0,"Quick Bites, Beverage Shop","Fast Food, Beverages",200.0,Koramangala 4th Block
The Tiffin Express,No,No,2.6,16,Quick Bites,South Indian,250.0,Koramangala 4th Block
Truffles,No,No,4.7,14704,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900.0,Koramangala 4th Block
The Bier Library,Yes,Yes,4.3,559,"Microbrewery, Casual Dining","Continental, North Indian, Pizza, BBQ",2000.0,Koramangala 4th Block
Indigo XP,No,No,4.2,2368,Pub,"Finger Food, Continental, Asian, North Indian",1400.0,Koramangala 4th Block
Fenny's Lounge And Kitchen,No,Yes,4.6,6371,"Bar, Casual Dining","Mediterranean, Pizza, Continental, Seafood, Salad",1600.0,Koramangala 4th Block
Brooks and Bonds Brewery,Yes,Yes,4.5,3950,"Casual Dining, Microbrewery","Continental, Mediterranean, North Indian, Chinese, Finger Food",1600.0,Koramangala 4th Block
ECHOES Koramangala,No,No,4.7,3214,"Cafe, Casual Dining","Chinese, American, Continental, Italian, North Indian",750.0,Koramangala 4th Block
Chianti,No,Yes,4.7,4857,Casual Dining,Italian,1500.0,Koramangala 4th Block
Drava,No,Yes,4.3,114,Lounge,"Pizza, Continental, North Indian, Asian",1500.0,Koramangala 4th Block
Gramin,Yes,No,4.3,3458,Casual Dining,North Indian,600.0,Koramangala 4th Block
Happy Brew,No,Yes,4.0,2158,Lounge,"Continental, American, Chinese, BBQ, Salad",1000.0,Koramangala 4th Block
Bathinda Junction,Yes,Yes,4.1,1250,Casual Dining,North Indian,600.0,Koramangala 4th Block
The Old Fashioned Bar,No,Yes,4.5,569,Bar,"Finger Food, North Indian, Continental",1000.0,
Beer Adda,Yes,Yes,4.3,549,"Casual Dining, Pub","North Indian, Chinese, Pizza",1000.0,Koramangala 4th Block
B-hive,No,Yes,4.3,1550,Pub,"Finger Food, North Indian",1200.0,Koramangala 4th Block
The Smoke Co.,Yes,Yes,4.4,520,Casual Dining,"American, European",2500.0,
Kobe Sizzlers,No,Yes,4.1,1794,Casual Dining,"American, Continental, Fast Food, Steak",1000.0,Koramangala 4th Block
Hungry Hippie,No,Yes,4.3,1470,Cafe,"Cafe, Continental, Italian, Burger",800.0,Koramangala 4th Block
Bob's Bar,No,No,,0,"Bar, Casual Dining","South Indian, Finger Food",1000.0,Koramangala 4th Block
Baba Chatkora,Yes,No,4.2,822,Casual Dining,North Indian,1000.0,
Wok Paper Scissors,Yes,No,4.3,1593,Casual Dining,"Asian, Malaysian, Chinese, Thai, Momos",550.0,Koramangala 4th Block
Sathya's,No,Yes,4.1,759,Bar,"North Indian, Chinese",1200.0,Koramangala 4th Block
The Local - Terrace Drinkery,No,No,4.0,1409,"Pub, Casual Dining","Continental, American, Pizza, BBQ",1000.0,Koramangala 4th Block
Shanmukha,Yes,No,4.0,782,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800.0,Koramangala 4th Block
52 Wall Street,No,No,3.9,740,"Bar, Casual Dining","American, Continental, Finger Food",1400.0,Koramangala 4th Block
Bulls N Bears - Bar Trade Xchange,No,Yes,3.9,149,"Pub, Bar","Finger Food, North Indian, Continental, Pizza",1000.0,Koramangala 4th Block
Smally's Resto Cafe,Yes,Yes,4.2,1703,Cafe,"Cafe, Italian, Burger, American, Steak",650.0,Koramangala 4th Block
Tilt Gastro Lounge,No,Yes,4.1,1236,"Lounge, Casual Dining","Continental, American, North Indian, Chinese",1500.0,Koramangala 4th Block
Drunkling - Sizzlers and Pub,Yes,Yes,4.4,345,"Casual Dining, Bar","Chinese, Continental, North Indian, Burger, Pizza, Seafood",1000.0,Koramangala 4th Block
JukeBox,No,Yes,3.9,283,"Casual Dining, Bar","Continental, Parsi, Chinese, North Indian, Italian, Steak",1000.0,Koramangala 4th Block
Gorilla Barfare,No,No,4.2,270,"Pub, Casual Dining","Continental, Pizza, Burger",1400.0,Koramangala 4th Block
Sherlock's Pub,No,Yes,3.9,589,"Pub, Casual Dining","Continental, North Indian, Chinese",1300.0,Koramangala 4th Block
The Underground Gastropub,No,No,3.0,38,Pub,Finger Food,1000.0,Koramangala 4th Block
Jimi's Beer Cafe,No,No,3.8,674,Pub,"American, North Indian, Chinese",1700.0,Koramangala 4th Block
Shree Thali,No,No,4.1,183,Mess,North Indian,150.0,Koramangala 4th Block
Mayura Grand,No,No,3.5,20,Casual Dining,"South Indian, North Indian",400.0,Koramangala 4th Block
Taruni Andhra Mess,No,No,3.6,23,Mess,Andhra,200.0,Koramangala 4th Block
Flavor of Tibet,No,No,4.0,57,Casual Dining,Tibetan,500.0,Koramangala 4th Block
Eshmeet Da Dhaba,Yes,No,3.1,120,Casual Dining,"North Indian, Chinese",500.0,Koramangala 4th Block
Selfie Cafe,No,No,3.7,19,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts",300.0,Koramangala 4th Block
The Golden Spoon Restaurant Meat & Wine,No,No,3.5,14,Casual Dining,"Chinese, North Indian",1000.0,Koramangala 4th Block
Purani Dilli By Anand Sweets,Yes,No,4.1,237,Casual Dining,"North Indian, Continental, Street Food",500.0,Koramangala 4th Block
Oil Pump,No,No,3.7,68,Bar,"Finger Food, Continental",1000.0,Koramangala 4th Block
Samavar,No,No,3.4,7,Casual Dining,"North Indian, South Indian, Chinese, Continental, Italian",1000.0,Koramangala 4th Block
Skywalk Restobar,No,No,3.3,5,"Casual Dining, Bar","North Indian, South Indian",700.0,Koramangala 4th Block
Gallop Bar - Davanam Sarovar Portico Suites,No,No,3.5,11,Lounge,Finger Food,1600.0,Koramangala 4th Block
Primal,No,No,3.0,25,Bar,"Finger Food, Continental",2300.0,Koramangala 4th Block
King Dine Family Restaurant,No,No,,0,Casual Dining,"Chinese, North Indian, South Indian",500.0,Koramangala 4th Block
CHAAI BEE,No,No,3.5,8,"Beverage Shop, Quick Bites","Beverages, Fast Food, Street Food",250.0,Koramangala 4th Block
Happy Plate,No,No,3.6,54,Quick Bites,"North Indian, Chinese, South Indian, Fast Food",400.0,Koramangala 4th Block
Cool Lassi Burger,No,No,3.1,7,"Beverage Shop, Quick Bites","Beverages, Fast Food, Burger",200.0,Koramangala 4th Block
Samrat Regency Bar And Restaurant,No,No,3.8,29,Bar,"North Indian, Chinese",800.0,Koramangala 4th Block
Juice Point,No,No,3.2,6,"Beverage Shop, Quick Bites","Juices, Beverages, Fast Food",100.0,Koramangala 4th Block
The Local - Burger Bar,No,No,3.8,152,"Pub, Casual Dining","American, Pizza, Burger",1500.0,Koramangala 4th Block
Sri Vinayaka Andhra Mess,No,No,3.3,4,Mess,Andhra,300.0,Koramangala 4th Block
Bakimo,No,No,3.5,7,Casual Dining,Continental,850.0,Koramangala 4th Block
Tirumala Mess,No,No,,0,Mess,"Andhra, Hyderabadi",300.0,Koramangala 4th Block
Hotel Kaara Chaaram,No,No,,0,Casual Dining,"South Indian, North Indian, Chinese",500.0,Koramangala 4th Block
Idly PIdly,No,No,,0,Quick Bites,South Indian,200.0,Koramangala 4th Block
Ambur Biryani Mess,No,No,3.4,18,Mess,Biryani,250.0,Koramangala 4th Block
Ambur Biryani Hotel,No,No,3.2,13,Quick Bites,Biryani,200.0,Koramangala 4th Block
Shree Nandini Andhra Mess,No,No,3.3,5,Mess,Andhra,150.0,Koramangala 4th Block
Jade,No,No,3.3,6,Casual Dining,"Continental, American",900.0,Koramangala 4th Block
Shiva Sai Andhra Hotel,No,No,3.2,4,Quick Bites,"South Indian, Chinese",300.0,Koramangala 4th Block
The Bar Therapy,No,No,,0,Bar,"Continental, Chinese",800.0,Koramangala 4th Block
Black Pepper Lounge - Case de Bengaluru,No,Yes,3.7,81,Lounge,Finger Food,1200.0,Koramangala 4th Block
Mayura Grand Pure Veg Restaurant,No,No,,0,Casual Dining,"North Indian, South Indian, Chinese",600.0,Koramangala 4th Block
Mooch Marod,No,No,4.2,93,Quick Bites,North Indian,400.0,Koramangala 4th Block
IDC Kitchen,No,No,4.2,52,Quick Bites,South Indian,200.0,Koramangala 4th Block
Madurai Idly Shop,No,No,3.7,468,Quick Bites,South Indian,200.0,Koramangala 4th Block
Atta Galata,No,No,4.1,209,Quick Bites,"Bakery, Beverages",200.0,Koramangala 4th Block
Senthur Cafe,No,No,,0,Quick Bites,"South Indian, Beverages",100.0,Koramangala 4th Block
Mizo Kitchen,No,No,3.8,27,Quick Bites,"North Eastern, Chinese",400.0,Koramangala 4th Block
Udupi Upahar,No,No,3.6,16,Quick Bites,"South Indian, North Indian, Chinese",300.0,Koramangala 4th Block
Tomba Kitchens,No,No,,0,Quick Bites,North Eastern,300.0,Koramangala 4th Block
New Ambur Biryani,No,No,3.2,6,Quick Bites,Biryani,150.0,Koramangala 4th Block
Shiv Sagar,No,No,3.9,150,Food Court,"Chinese, North Indian, Fast Food, Street Food",500.0,Koramangala 4th Block
Tibbs Frankie,No,No,3.5,70,Quick Bites,"Street Food, Rolls",200.0,Koramangala 4th Block
Coconadu,No,No,3.6,36,"Food Court, Quick Bites","Kerala, Konkan",400.0,Koramangala 4th Block
Bismillah Ambur Biryani,No,No,,0,Quick Bites,Biryani,300.0,Koramangala 4th Block
Udupi Grand,No,No,2.8,64,Quick Bites,"South Indian, North Indian, Chinese",300.0,Koramangala 4th Block
One Stop MARATHA,No,No,3.1,39,Quick Bites,Maharashtrian,250.0,Koramangala 4th Block
Malabar Coastal Cuisine,No,No,3.6,68,Food Court,Kerala,550.0,
Chai Chowk,No,No,3.8,82,Quick Bites,"Chinese, Fast Food",200.0,Koramangala 4th Block
Udupi Upahara,No,No,3.6,47,Quick Bites,"South Indian, North Indian",300.0,Koramangala 4th Block
Falafel's - The Lebanese Haus,No,No,2.9,53,Quick Bites,Lebanese,300.0,Koramangala 4th Block
Falafel Bistro,No,No,3.4,6,Quick Bites,"Arabian, Lebanese, Chinese",300.0,Koramangala 4th Block
The Green Room,No,No,,0,Quick Bites,Continental,400.0,Koramangala 4th Block
Cool Point,No,No,3.2,7,Quick Bites,"Juices, Fast Food",100.0,Koramangala 4th Block
The Breakfast Truck,No,No,3.8,64,Quick Bites,Continental,550.0,Koramangala 4th Block
Krupa Sagar,No,No,3.2,4,Quick Bites,"North Indian, South Indian, Chinese, Street Food",300.0,Koramangala 4th Block
Egg House,No,No,2.9,14,Quick Bites,"Continental, Italian, Fast Food",400.0,Koramangala 4th Block
Shahi Dasterkhwan,No,No,2.9,11,Quick Bites,"North Indian, Kebab, Mughlai",400.0,Koramangala 4th Block
DeliToons,No,No,4.0,126,Quick Bites,"Sandwich, Pizza, Salad",300.0,
Dry Dock Cafe,No,No,3.6,10,Quick Bites,"Street Food, Tea",200.0,Koramangala 4th Block
Shree Jagannath Kitchen,No,No,,0,Quick Bites,"North Indian, Chinese",250.0,Koramangala 4th Block
Rolls On Wheel,No,No,3.0,18,Quick Bites,"Fast Food, Rolls",300.0,Koramangala 4th Block
Chowk Tea Stall,No,No,3.4,9,Quick Bites,"Street Food, Tea",100.0,Koramangala 4th Block
Jayanthi Sagar,No,No,3.1,21,Quick Bites,"South Indian, North Indian, Chinese",200.0,Koramangala 4th Block
FNC Seafood,No,No,3.8,56,Food Court,"Seafood, Fast Food",400.0,
Shri Nandi sagar,No,No,,0,Quick Bites,South Indian,150.0,Koramangala 4th Block
Indian Gola Co.,No,No,,0,Quick Bites,Fast Food,200.0,Koramangala 4th Block
Pancharangi Cafe,No,No,,0,Quick Bites,North Indian,500.0,Koramangala 4th Block
Nammuraa Ruchi,No,No,,0,Quick Bites,South Indian,100.0,Koramangala 4th Block
Paris Food Court,No,No,,0,Quick Bites,"North Indian, Kerala, South Indian",300.0,Koramangala 4th Block
Al Hayath Ambur Biryani,No,No,3.3,9,Quick Bites,Biryani,200.0,Koramangala 4th Block
New Mathrusree Sagar,No,No,,0,Quick Bites,South Indian,200.0,Koramangala 4th Block
Jai Shri Ganesh,No,No,,0,Quick Bites,North Indian,100.0,Koramangala 4th Block
Cauvery Fast Food,No,No,3.2,4,Quick Bites,Chinese,150.0,Koramangala 4th Block
Royal Fast Food,No,No,,0,Quick Bites,"South Indian, Chinese",300.0,Koramangala 4th Block
Southern Stop,No,No,,0,Quick Bites,South Indian,,Koramangala 4th Block
Sri Durga Donne Biryani,No,No,,0,Quick Bites,Biryani,150.0,Koramangala 4th Block
Ksheera Sagar,No,No,,0,Quick Bites,South Indian,300.0,Koramangala 4th Block
Shanghai Times,No,No,2.8,13,Quick Bites,"Chinese, Momos",500.0,Koramangala 4th Block
Sulaimani Chai,No,No,3.8,21,Quick Bites,"Fast Food, Beverages",100.0,Koramangala 4th Block
Dhang Ka Khana,Yes,No,3.7,34,Quick Bites,North Indian,200.0,Koramangala 4th Block
Sri Ganesh Juice Corner,No,No,3.0,9,Quick Bites,"Juices, Fast Food",150.0,Koramangala 4th Block
Sri Durga Fast Food,No,No,,0,Quick Bites,Fast Food,100.0,Koramangala 4th Block
Agraharaa,No,No,,0,Quick Bites,South Indian,150.0,Koramangala 4th Block
Baar Union,No,Yes,4.6,650,"Bar, Pub","Continental, Finger Food, Asian, Chinese",850.0,
Murphy's Brewhouse - The Paul Bangalore,No,Yes,4.3,2035,"Pub, Microbrewery","Continental, North Indian, Finger Food",1700.0,Koramangala 4th Block
Indigo X II P,No,Yes,4.4,243,Pub,"Finger Food, Continental, Pizza, Asian, North Indian",1250.0,Koramangala 4th Block
Vembanad - The Paul,No,Yes,4.2,325,Casual Dining,"Seafood, Kerala",1800.0,Koramangala 4th Block
KLINX - Hilton Bangalore Embassy GolfLinks,No,Yes,4.2,209,Bar,"European, Asian",2000.0,Koramangala 4th Block
Lounge 189,No,No,3.8,157,"Lounge, Bar","Continental, Italian",1300.0,Koramangala 4th Block
Raghavendra Tiffin,No,No,4.4,228,Quick Bites,South Indian,150.0,Koramangala 4th Block
Brother?s Bar & Kitchen,No,No,3.4,5,Casual Dining,"Chinese, North Indian",1000.0,Koramangala 4th Block
The Salt Grill - Hilton Bangalore Embassy Golflinks,No,Yes,4.1,94,Fine Dining,"European, Mediterranean, Salad",3000.0,Koramangala 4th Block
